,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
36,2019-02-07,34-039,LAL,AWAY,BOS,W (+1),1,37:44,.603,.643,5.4,28.9,16.8,42.4,3.8,0.0,11.5,29.5,126,121,27.3,10.4
37,2019-02-10,34-042,LAL,AWAY,PHI,L (-23),1,33:09,.563,.563,0.0,35.3,17.0,35.8,0.0,0.0,20.0,24.7,104,135,14.1,-1.6
38,2019-02-12,34-044,LAL,AWAY,ATL,L (-4),1,43:03,.564,.475,4.4,25.1,13.5,55.6,3.0,2.2,7.5,24.7,131,101,32.2,13.4
39,2019-02-21,34-053,LAL,HOME,HOU,W (+5),1,40:08,.529,.478,10.2,23.3,16.3,28.9,1.2,2.5,12.7,32.0,108,101,22.8,6.5
40,2019-02-23,34-055,LAL,AWAY,NOP,L (-13),1,38:31,.687,.735,0.0,20.8,10.9,49.4,4.6,2.2,16.9,25.5,123,110,29.1,12.4
41,2019-02-25,34-057,LAL,AWAY,MEM,L (-5),1,39:44,.438,.348,7.0,21.3,14.1,43.8,3.6,0.0,15.4,34.1,96,102,19.6,3.2
42,2019-02-27,34-059,LAL,HOME,NOP,W (+6),1,37:19,.600,.625,2.9,13.7,8.5,39.9,2.4,1.9,6.8,32.8,117,109,28.5,11.1
43,2019-03-01,34-061,LAL,HOME,MIL,L (-11),1,38:49,.662,.605,5.2,14.4,9.5,36.8,1.2,0.0,11.4,28.9,131,129,28.0,9.9
44,2019-03-02,34-062,LAL,AWAY,PHO,L (-9),1,40:46,.561,.571,0.0,27.2,13.1,60.3,0.0,0.0,11.1,29.0,120,124,24.8,10.8
45,2019-03-04,34-064,LAL,HOME,LAC,L (-8),1,42:24,.580,.528,0.0,22.1,10.1,24.4,1.1,2.1,7.9,25.2,115,111,21.5,6.8
46,2019-03-06,34-066,LAL,HOME,DEN,L (-16),1,31:07,.607,.636,0.0,20.0,11.2,54.1,1.6,2.8,13.6,42.9,105,114,21.9,12.0
47,2019-03-09,34-069,LAL,HOME,BOS,L (-13),1,27:46,.575,.587,7.7,33.7,20.1,96.4,0.0,0.0,10.3,45.3,117,118,26.7,17.9
48,2019-03-12,34-072,LAL,AWAY,CHI,W (+16),1,33:24,.714,.696,3.8,27.5,16.9,22.6,2.9,0.0,16.6,40.3,120,103,27.9,7.1
49,2019-03-14,34-074,LAL,AWAY,TOR,L (-13),1,31:47,.556,.543,0.0,11.4,6.2,45.6,1.4,0.0,13.3,39.3,99,108,18.1,6.0
50,2019-03-17,34-077,LAL,AWAY,NYK,L (-1),1,35:00,.520,.423,5.5,18.3,10.3,34.4,0.0,2.7,5.9,38.8,119,128,24.5,3.2
51,2019-03-22,34-082,LAL,HOME,BRK,L (-5),1,36:42,.413,.340,7.1,15.4,11.1,69.0,1.3,2.6,20.9,39.7,90,109,15.3,3.7
52,2019-03-24,34-084,LAL,HOME,SAC,W (+5),1,35:16,.559,.477,6.3,19.4,14.1,56.0,2.6,1.9,13.4,35.3,116,97,26.9,13.7
53,2019-03-26,34-086,LAL,HOME,WAS,W (+18),1,33:54,.551,.575,0.0,19.8,10.9,61.1,1.4,0.0,12.6,28.9,121,102,22.1,7.8
54,2019-03-29,34-089,LAL,HOME,CHO,W (+14),1,31:58,.679,.684,0.0,11.0,5.6,39.2,0.0,0.0,23.2,35.2,115,123,18.5,2.0
